ensembl,dWT_n,dWT_med,dWT_v,dWT_vz,dWT_kons,iv_n,iv_med,iv_v,iv_vz,iv_kons,basis_med,pool_anteil,symbol,im_modul,ri,laenge,expr_rank_med,n_gemessen,loeuf,pli,mis_z,dWT_abs
ENSG00000111752,16,0.160816452095875,10,1,0.25,16,-0.330335236407381,10,-1,-0.25,-0.1366975544991248,0.3125,PHC1,False,,6134,0.6825691216339771,16,0.243,0.99938,1.9176,0.160816452095875
ENSG00000111775,18,-0.408894911776284,13,-1,-0.4444444444444444,18,-0.0656140185474022,11,-1,-0.2222222222222223,0.3293061536588135,0.2777777777777778,COX6A1,False,,1339,0.902858781910316,18,1.757,0.0023136,-1.4168,0.408894911776284
ENSG00000111785,16,-0.1763097793792575,10,-1,-0.25,16,-0.2452113774452962,8,1,0.0,-0.326301265758244,0.25,RIC8B,False,,7769,0.5849030733597675,16,0.196,0.99892,2.0044,0.1763097793792575
ENSG00000111786,16,0.0099347638474554,8,1,0.0,16,-0.0644832726921665,9,-1,-0.125,0.049969939944281,0.3125,SRSF9,False,,3957,0.9192659277698425,16,0.529,0.63924,2.5277,0.0099347638474554
ENSG00000111790,16,0.42179126413958,9,1,0.125,16,0.329870594448703,9,1,0.125,-0.0864114422654736,0.4375,FGFR1OP2,False,,5884,0.7322856993450686,16,0.872,0.00049643,1.0436,0.42179126413958
ENSG00000111799,16,1.1369324374580452,12,1,0.5,16,-0.3042806969886135,9,-1,-0.125,-0.521490563670763,0.625,COL12A1,False,,18860,0.9938772764295509,16,0.282,0.97361,2.106,1.1369324374580452
ENSG00000111801,16,0.328567360228689,12,1,0.5,16,0.0574933694732315,8,1,0.0,-0.4983975401846715,0.375,BTN3A3,False,,5658,0.6102383392687449,16,1.667,1.1892e-18,-0.15246,0.328567360228689
ENSG00000111802,16,0.1347058428241209,8,1,0.0,16,-0.1327634900667152,9,-1,-0.125,-0.2680053933922323,0.375,TDP2,False,,2977,0.7963161920137876,16,1.134,1.134e-08,0.11474,0.1347058428241209
ENSG00000111816,17,0.251388121850888,9,1,0.0588235294117647,17,0.154831035552011,10,1,0.1764705882352941,-0.140225543200516,0.4705882352941176,FRK,False,,13363,0.478514426028238,17,1.084,1.8071e-12,0.68605,0.251388121850888
ENSG00000111817,16,0.7697733066993,13,1,0.625,16,0.1669170889010317,9,1,0.125,-0.578061424740437,0.625,DSE,False,,19194,0.901944314081204,16,0.377,0.6331,2.0252,0.7697733066993
ENSG00000111832,16,0.3621141001974275,9,1,0.125,16,0.5705482307194469,12,1,0.5,-0.3071002283139675,0.5,RWDD1,False,,5867,0.839031631931977,16,0.39,0.91032,1.151,0.3621141001974275
ENSG00000111843,18,0.7234883350449375,13,1,0.4444444444444444,18,-0.0314308696517198,11,-1,-0.2222222222222223,-0.4640824271343254,0.5555555555555556,TMEM14C,False,,1321,0.897933515529319,18,1.426,0.0061054,0.16823,0.7234883350449375
ENSG00000111845,18,0.0771812694768387,11,1,0.2222222222222223,18,-0.1234270216101612,10,-1,-0.1111111111111111,0.0963192633174836,0.2777777777777778,PAK1IP1,False,,1523,0.7509286345375226,18,0.518,0.36265,0.82693,0.0771812694768387
ENSG00000111850,16,-0.5285657422512404,10,-1,-0.25,16,0.5517306387373915,10,1,0.25,0.3702617137888125,0.3125,SMIM8,False,,8750,0.460305514516212,16,1.879,0.0055617,-0.21551,0.5285657422512404
ENSG00000111859,16,1.42607734500926,13,1,0.625,16,-0.3573892710049285,11,-1,-0.375,-0.5895734027212285,0.75,NEDD9,False,,10359,0.8265286535599086,16,0.435,0.12634,0.86192,1.42607734500926
ENSG00000111860,16,-0.0256714237043919,8,1,0.0,16,-0.1525016190773149,10,-1,-0.25,-0.1973995601785555,0.375,CEP85L,False,,9428,0.4880866918135025,16,0.707,4.5367e-09,0.40124,0.0256714237043919
ENSG00000111863,15,-0.36143317908794,12,-1,-0.6000000000000001,15,0.300076814958466,9,1,0.1999999999999999,0.619594795855023,0.2,ADTRP,False,,3947,0.304056545789797,15,1.365,4.0967e-07,0.17822,0.36143317908794
ENSG00000111875,18,-0.2001657092094115,11,-1,-0.2222222222222223,18,-0.005379769937636,9,1,0.0,-0.0796733599906304,0.3333333333333333,ASF1A,False,,2589,0.7535258079403255,18,0.485,0.80542,2.3915,0.2001657092094115
ENSG00000111877,16,0.5151999362144275,9,1,0.125,16,-0.393271207912985,11,-1,-0.375,-0.796422424668903,0.5,MCM9,False,,12496,0.501179211100332,16,0.872,6.6222e-14,1.4525,0.5151999362144275
ENSG00000111880,16,-0.4018696652131575,11,-1,-0.375,16,-0.0890724509317987,8,1,0.0,0.445258220401238,0.1875,RNGTT,False,,5188,0.669057981216451,16,0.407,0.37382,2.9974,0.4018696652131575
ENSG00000111885,18,0.8504475571877055,12,1,0.3333333333333332,18,-0.1487844951352329,10,-1,-0.1111111111111111,-0.5336552605071985,0.6111111111111112,MAN1A1,False,,5018,0.868785361324221,18,0.462,0.11123,1.5136,0.8504475571877055
ENSG00000111897,18,0.599077995662775,11,1,0.2222222222222223,18,0.1404426153517505,10,1,0.1111111111111111,-0.61651934790928,0.5,SERINC1,False,,3125,0.9833124218865635,18,0.608,0.0074634,1.3561,0.599077995662775
ENSG00000111906,16,0.1519870954891945,10,1,0.25,16,0.1755797581360345,9,1,0.125,0.15170157274214,0.375,HDDC2,False,,5888,0.802535233291216,16,1.19,2.0302e-05,0.089104,0.1519870954891945
ENSG00000111907,15,0.832358338052948,10,1,0.3333333333333332,15,0.230421347550308,8,1,0.0666666666666666,-0.253464574479447,0.5333333333333333,TPD52L1,False,,7595,0.664891437935272,15,1.244,1.4908e-05,1.1104,0.832358338052948
ENSG00000111911,18,-0.1904559911398819,10,-1,-0.1111111111111111,18,-0.1618538382694,10,-1,-0.1111111111111111,-0.1749719041228954,0.3888888888888889,HINT3,False,,3325,0.7106535423880525,18,1.785,3.4813e-06,0.59364,0.1904559911398819
ENSG00000111912,16,1.2486798704085125,13,1,0.625,16,-0.4466934760887535,12,-1,-0.5,-0.8816146257595185,0.75,NCOA7,False,,7647,0.758520928260648,16,0.521,3.2987e-05,0.56278,1.2486798704085125
ENSG00000111961,16,-0.0489550810699392,8,1,0.0,16,-0.1031252855013383,8,1,0.0,-0.384603773356173,0.3125,SASH1,False,,10014,0.8517090428370071,16,0.44,0.001802,0.60418,0.0489550810699392
ENSG00000111962,18,0.829850316578753,12,1,0.3333333333333332,18,-0.3250357052070129,13,-1,-0.4444444444444444,-0.689934443678641,0.6111111111111112,UST,False,,4861,0.6779037372193886,18,0.494,0.43933,1.1372,0.829850316578753
ENSG00000111981,17,1.01951749918022,14,1,0.6470588235294117,17,-0.805752733365488,12,-1,-0.411764705882353,-0.752138731037682,0.5882352941176471,ULBP1,False,,3211,0.470278552626409,17,1.52,6.885e-07,-1.2237,1.01951749918022
ENSG00000112029,16,-0.8505724772007905,11,-1,-0.375,16,-0.0506548820030043,9,-1,-0.125,0.573689825816659,0.1875,FBXO5,False,,3856,0.664183843204226,16,0.32,0.96995,0.82173,0.8505724772007905
ENSG00000112031,16,0.1045708757647921,9,1,0.125,16,-0.2970443995502609,11,-1,-0.375,-0.080168674564653,0.375,MTRF1L,False,,4297,0.672610527240264,16,1.48,2.9554e-10,-0.53902,0.1045708757647921
ENSG00000112033,16,0.349227926033268,9,1,0.125,16,0.0008261867320245,8,1,0.0,-0.1813723743939126,0.5,PPARD,False,,4457,0.742733445909532,16,0.19,0.99497,2.4806,0.349227926033268
ENSG00000112039,18,-0.6895730002666425,13,-1,-0.4444444444444444,18,-0.1090738267169846,10,-1,-0.1111111111111111,0.2638227311110837,0.2222222222222222,FANCE,False,,4665,0.4587042842437835,18,0.892,1.5278e-06,0.12875,0.6895730002666425
ENSG00000112062,16,0.485868359812067,12,1,0.5,16,-0.3014678293472905,12,-1,-0.5,-0.731102463358876,0.5,MAPK14,False,,6755,0.855005258628932,16,0.473,0.37466,3.3101,0.485868359812067
ENSG00000112078,16,-0.19248250103317,10,-1,-0.25,16,0.2250140294129415,10,1,0.25,0.0306837442390039,0.3125,KCTD20,False,,6239,0.9448440918424825,16,0.792,0.00094347,1.1912,0.19248250103317
ENSG00000112079,18,0.5381782538195995,13,1,0.4444444444444444,18,0.0949577233294048,12,1,0.3333333333333332,-0.458750694935979,0.5,STK38,False,,3585,0.8957703915656929,18,0.641,0.00076687,2.1241,0.5381782538195995
ENSG00000112081,16,-0.8246785335062541,12,-1,-0.5,16,0.2361301766864875,9,1,0.125,0.5715484355663609,0.125,SRSF3,False,,7118,0.955492876948083,16,0.291,0.96323,3.0682,0.8246785335062541
ENSG00000112110,16,-1.19744339522244,12,-1,-0.5,16,-0.0163155333901538,8,1,0.0,0.4671838385566025,0.0625,MRPL18,False,,1374,0.740718653810163,16,1.306,0.00016217,-0.35454,1.19744339522244
ENSG00000112118,16,-0.726843878759722,10,-1,-0.25,16,0.14370632277456,9,1,0.125,0.49638078302444,0.1875,MCM3,False,,3645,0.817867498079162,16,0.753,6.9522e-11,0.80451,0.726843878759722
ENSG00000112130,16,-0.381870700667983,11,-1,-0.375,16,0.5147145018955085,10,1,0.25,0.587354811042051,0.125,RNF8,False,,6564,0.607515058801033,16,0.183,0.99943,2.1572,0.381870700667983
ENSG00000112137,16,0.645949506591294,10,1,0.25,16,-0.056214849953374,8,1,0.0,-0.0043659252883021,0.5,PHACTR1,False,,24490,0.2985068917229055,16,0.917,0.63537,0.708,0.645949506591294
ENSG00000112139,16,0.482659659218824,10,1,0.25,16,0.184640072085342,12,1,0.5,-0.3751881746255585,0.5,MDGA1,False,,14690,0.6020300817780705,16,0.311,0.97574,2.5691,0.482659659218824
ENSG00000112146,16,-0.6156404237828865,12,-1,-0.5,16,0.7378803869407156,13,1,0.625,-0.106791227994411,0.1875,FBXO9,False,,8208,0.809972272683813,16,0.701,0.00012166,1.7109,0.6156404237828865
ENSG00000112149,15,0.0773940817960775,9,1,0.1999999999999999,15,-0.0146406959163883,8,-1,-0.0666666666666666,-0.186393582813907,0.4,CD83,False,,2384,0.373219237020748,15,1.07,0.0052136,0.3157,0.0773940817960775
ENSG00000112159,16,-0.4325126541528325,9,-1,-0.125,16,-0.0069423690201863,8,1,0.0,-0.1922380606828841,0.3125,MDN1,False,,33741,0.836060266363271,16,0.316,2.1582e-08,2.0085,0.4325126541528325
ENSG00000112167,16,0.2025195716599795,10,1,0.25,16,0.2834070904331305,9,1,0.125,-0.1688499754518905,0.375,SAYSD1,False,,7401,0.5473369610120464,16,1.651,3.7399e-05,-0.52968,0.2025195716599795
ENSG00000112182,15,0.285447446221,10,1,0.3333333333333332,15,-0.496991802125176,12,-1,-0.6000000000000001,-0.413947792847254,0.4,BACH2,False,,10868,0.368011629277492,15,0.233,0.99803,2.2959,0.285447446221
ENSG00000112183,15,-0.104520383877944,8,-1,-0.0666666666666666,15,-0.504240457589094,11,-1,-0.4666666666666665,0.602872150424029,0.2666666666666666,RBM24,False,,3425,0.518088774560779,15,0.903,0.086409,1.5002,0.104520383877944
ENSG00000112186,16,-0.7303606488735895,10,-1,-0.25,16,-0.4159069827070535,10,-1,-0.25,0.4701510252502405,0.25,CAP2,False,,3246,0.782442608328656,16,0.407,0.69899,1.103,0.7303606488735895
ENSG00000112200,16,0.2082096207072087,10,1,0.25,16,-0.0893524377503897,10,-1,-0.25,-0.1053592649303141,0.375,ZNF451,False,,16414,0.7342938864197834,16,0.778,1.5111e-12,1.1021,0.2082096207072087
ENSG00000112208,16,-0.617438129560861,11,-1,-0.375,16,-0.0127616317032632,8,1,0.0,0.255683652291114,0.125,BAG2,False,,6651,0.821820116214774,16,1.151,0.042,1.2806,0.617438129560861
ENSG00000112210,16,-0.4427854130948605,11,-1,-0.375,16,0.2167808297028285,10,1,0.25,0.27776467792661,0.3125,RAB23,False,,4919,0.8744086681607695,16,0.833,0.0056143,0.31775,0.4427854130948605
ENSG00000112218,17,0.0579970195669893,9,1,0.0588235294117647,17,0.0580754755882393,10,1,0.1764705882352941,-0.0938851917115739,0.2941176470588235,GPR63,False,,5967,0.300363323453485,17,0.701,0.19747,0.51254,0.0579970195669893
ENSG00000112234,18,0.339296008517827,11,1,0.2222222222222223,18,0.3243764541559355,12,1,0.3333333333333332,-0.590558102653896,0.4444444444444444,FBXL4,False,,8118,0.671272612570919,18,0.918,1.1384e-08,0.55467,0.339296008517827
ENSG00000112237,16,-0.1800579423042005,10,-1,-0.25,16,0.267807945808251,10,1,0.25,0.1012528757053919,0.125,CCNC,False,,5610,0.832010708480734,16,0.146,0.99914,2.2504,0.1800579423042005
ENSG00000112242,16,-0.5438945759541645,11,-1,-0.375,16,-0.237435612734674,9,-1,-0.125,0.5648941377969285,0.1875,E2F3,False,,5190,0.7069521638934775,16,0.349,0.9458,1.5902,0.5438945759541645
ENSG00000112246,16,0.137895459315869,10,1,0.25,16,-0.2980471538162484,9,-1,-0.125,-0.2752736342244945,0.375,SIM1,False,,9272,0.28678282998112403,16,0.253,0.99828,0.71496,0.137895459315869
ENSG00000112249,16,-0.3088193507361845,11,-1,-0.375,16,0.0051878535253986,8,1,0.0,-0.0603993428816177,0.1875,ASCC3,False,,11731,0.8955270541808416,16,0.568,1.1501e-20,2.2287,0.3088193507361845
ENSG00000112282,16,-0.202026275980992,10,-1,-0.25,16,0.0346939831257314,9,1,0.125,-0.1228507324803735,0.25,MED23,False,,7426,0.7268979302579359,16,0.501,3.1015e-08,4.7291,0.202026275980992
ENSG00000112290,16,0.3045781269716335,11,1,0.375,16,-0.2348021390652155,10,-1,-0.25,-0.6600972356095456,0.4375,WASF1,False,,3260,0.6418030937673825,16,0.215,0.99757,2.5462,0.3045781269716335
ENSG00000112294,15,0.160296801631143,8,1,0.0666666666666666,15,0.395176584049209,10,1,0.3333333333333332,0.25333754260747,0.4,ALDH5A1,False,,7563,0.495267233961182,15,0.937,3.0504e-07,0.73405,0.160296801631143
ENSG00000112304,16,-0.0371596830177292,9,-1,-0.125,16,0.2214238382350394,9,1,0.125,-0.3412532841234095,0.4375,ACOT13,False,,4394,0.6531532075487485,16,1.936,3.1271e-06,0.09541,0.0371596830177292
ENSG00000112305,16,-0.2747869306490895,9,-1,-0.125,16,0.5218768641587366,11,1,0.375,0.0733688219637929,0.1875,SMAP1,False,,4157,0.756156541952411,16,0.264,0.99357,1.0973,0.2747869306490895
ENSG00000112306,18,0.2719570468751054,12,1,0.3333333333333332,18,0.4826017843913555,11,1,0.2222222222222223,-0.445290938666723,0.4444444444444444,RPS12,False,,639,0.9829147636470961,18,0.425,0.88531,0.56956,0.2719570468751054
ENSG00000112308,16,-0.61011325703089,11,-1,-0.375,16,-0.4490210796869125,13,-1,-0.625,0.1705959323051625,0.25,C6orf62,False,,4123,0.9421801539275245,16,0.24,0.98336,1.3484,0.61011325703089
ENSG00000112312,16,-0.3059442098251598,8,1,0.0,16,0.3985349347124743,8,1,0.0,0.3199555296746805,0.3125,GMNN,False,,2476,0.6757698537243444,16,0.825,0.1149,0.99111,0.3059442098251598
ENSG00000112320,16,0.2085050196210709,9,1,0.125,16,-0.0867817245279518,9,-1,-0.125,8.530824177794757e-05,0.25,SOBP,False,,7895,0.5606111572203964,16,0.127,0.99972,1.9237,0.2085050196210709
ENSG00000112335,16,-0.290859281573399,10,-1,-0.25,16,0.6027619845593726,12,1,0.5,0.2890093161122793,0.3125,SNX3,False,,1828,0.946266373458266,16,0.837,0.24928,1.7265,0.290859281573399
ENSG00000112339,16,-0.9618339302946246,12,-1,-0.5,16,-0.0581936891598519,8,1,0.0,0.4144780259755345,0.125,HBS1L,False,,11085,0.798992366667635,16,0.676,1.8606e-07,0.88971,0.9618339302946246
ENSG00000112343,16,1.3611859978581449,13,1,0.625,16,-0.257696031283001,10,-1,-0.25,-0.882795810344464,0.75,TRIM38,False,,9418,0.7781486377053705,16,1.115,1.3947e-08,0.59256,1.3611859978581449
ENSG00000112357,16,0.2612132478864085,10,1,0.25,16,0.2438097989022359,8,1,0.0,-0.2918629249570745,0.375,PEX7,False,,3409,0.518421289111451,16,1.416,8.1798e-13,0.4973,0.2612132478864085
ENSG00000112365,18,0.6678708185340105,14,1,0.5555555555555556,18,-0.5955080855308326,12,-1,-0.3333333333333332,-0.4450564020001355,0.5555555555555556,ZBTB24,False,,10456,0.5364761231959705,18,0.664,0.00020919,1.0116,0.6678708185340105
ENSG00000112367,16,-0.1922759659637968,9,-1,-0.125,16,0.229645516581522,9,1,0.125,0.14229081363703,0.3125,FIG4,False,,28959,0.6560817999109221,16,1.24,2.3423e-34,1.8758,0.1922759659637968
ENSG00000112378,16,0.195754357429374,9,1,0.125,16,0.157010240016633,12,1,0.5,-0.0374617870001064,0.375,PERP,False,,4198,0.883005241748119,16,0.927,0.079462,0.46335,0.195754357429374
ENSG00000112379,15,-0.26363289423576,9,-1,-0.1999999999999999,15,0.126627828706496,8,1,0.0666666666666666,-0.09475830636483,0.2,ARFGEF3,False,,14859,0.403371462974112,15,,,,0.26363289423576
ENSG00000112406,18,1.222632908613205,11,1,0.2222222222222223,18,0.0775066971793204,12,1,0.3333333333333332,-0.770352326611947,0.6111111111111112,HECA,False,,5646,0.720769469250262,18,0.484,0.61493,2.6087,1.222632908613205
ENSG00000112419,16,0.6198547512887209,10,1,0.25,16,-0.1652957216771174,11,-1,-0.375,-0.6500711253789364,0.5625,PHACTR2,False,,11224,0.818352698426609,16,0.689,1.0378e-06,0.81267,0.6198547512887209
ENSG00000112425,16,0.7360145439769354,11,1,0.375,16,0.0956146799085982,10,1,0.25,-0.4164782806107184,0.5625,EPM2A,False,,18282,0.463285726839423,16,1.339,8.7182e-06,-0.25972,0.7360145439769354
ENSG00000112473,15,-0.908099293128875,9,-1,-0.1999999999999999,15,0.395711884613569,10,1,0.3333333333333332,0.462749250834042,0.2,SLC39A7,False,,4003,0.962424705994837,15,0.613,0.082078,1.53,0.908099293128875
ENSG00000112511,16,-0.1052640145108688,9,-1,-0.125,16,0.0627930003620705,8,1,0.0,-0.1072482464135423,0.25,PHF1,False,,3596,0.752959415033256,16,0.203,0.99956,1.7976,0.1052640145108688
ENSG00000112514,16,-1.0470096095223949,12,-1,-0.5,16,0.583509920789284,11,1,0.375,0.613342212547472,0.1875,CUTA,False,,1876,0.8720248732039095,16,1.649,3.084e-07,0.052062,1.0470096095223949
ENSG00000112531,16,0.349005472695186,12,1,0.5,16,-0.0981082730569357,9,-1,-0.125,-0.625748249817239,0.3125,QKI,False,,17364,0.938911186744536,16,0.437,0.75121,3.0183,0.349005472695186
ENSG00000112541,15,0.213577288070162,8,1,0.0666666666666666,15,0.257254710092722,9,1,0.1999999999999999,-0.335040332955562,0.2666666666666666,PDE10A,False,,37993,0.532903225806452,15,0.213,0.99986,3.758,0.213577288070162
ENSG00000112561,16,-0.0643790633414232,8,1,0.0,16,0.668937474768923,9,1,0.125,-0.0299879283141629,0.375,TFEB,False,,6722,0.4846684858079655,16,0.376,0.89931,1.7693,0.0643790633414232
ENSG00000112576,16,1.622476187923875,15,1,0.875,16,0.297322177746125,10,1,0.25,-0.6223575203816195,0.875,CCND3,True,1.0,5761,0.8337070836178659,16,0.24,0.98347,1.3955,1.622476187923875
ENSG00000112578,16,-0.205686440607228,11,-1,-0.375,16,-0.1768709893063675,10,-1,-0.25,0.1413762097000087,0.125,BYSL,False,,1937,0.641862622835578,16,0.806,9.9642e-05,0.48771,0.205686440607228
ENSG00000112584,16,0.4242892237317045,14,1,0.75,16,0.200012422489114,11,1,0.375,-0.529288893016082,0.4375,FAM120B,False,,6029,0.7668796429023835,16,0.75,7.4692e-11,0.67454,0.4242892237317045
ENSG00000112592,16,0.1851825184749355,9,1,0.125,16,-0.0743058443180766,9,-1,-0.125,-0.1201129029528746,0.3125,TBP,False,,2318,0.668199256330969,16,0.619,0.015031,2.6091,0.1851825184749355
ENSG00000112599,17,-0.0821108463168401,9,-1,-0.0588235294117647,17,-0.729583133931224,12,-1,-0.411764705882353,-0.104507493785078,0.2941176470588235,GUCA1B,False,,2270,0.324749809796922,17,1.242,0.00021337,0.22429,0.0821108463168401
ENSG00000112619,15,-0.203778686916849,11,-1,-0.4666666666666665,15,0.257484704092958,10,1,0.3333333333333332,-0.354561662563307,0.2,PRPH2,False,,3001,0.368233159712062,15,0.665,0.11554,0.10182,0.203778686916849
ENSG00000112640,16,-0.4547317334260435,12,-1,-0.5,16,0.0926555523909153,9,1,0.125,0.6612899029721444,0.125,PPP2R5D,False,,3787,0.837778423008841,16,0.175,0.99993,3.6476,0.4547317334260435
ENSG00000112651,16,-1.1773804137022652,10,-1,-0.25,16,0.4109263454955555,11,1,0.375,0.5903304638434155,0.3125,MRPL2,False,,2171,0.658534832752488,16,1.147,1.4285e-07,0.13413,1.1773804137022652
ENSG00000112655,16,0.27694359827949,10,1,0.25,16,-0.0849895331711571,9,-1,-0.125,-0.5431098119389279,0.4375,PTK7,False,,8985,0.941272375376921,16,0.275,0.99721,2.2407,0.27694359827949
ENSG00000112658,18,-0.1432122106394205,10,-1,-0.1111111111111111,18,-0.0210784253410913,11,-1,-0.2222222222222223,0.0061947272476307,0.3333333333333333,SRF,False,,4231,0.810259106989196,18,0.3,0.97545,2.7891,0.1432122106394205
ENSG00000112659,16,0.0555395966757066,9,1,0.125,16,-0.0003460458058335,8,1,0.0,-0.1954146324704085,0.375,CUL9,False,,12242,0.686059583222144,16,0.28,0.99191,3.0964,0.0555395966757066
ENSG00000112667,16,-0.348039823866361,11,-1,-0.375,16,0.2049528686772105,10,1,0.25,0.2704107981716045,0.125,DNPH1,False,,1247,0.6510284375799845,16,1.265,0.032074,0.63792,0.348039823866361
ENSG00000112679,16,0.998581751643759,15,1,0.875,16,0.0040616101821064,8,1,0.0,-0.82646274579694,0.8125,DUSP22,True,1.0,5686,0.6766025867305305,16,0.934,0.0093421,0.45063,0.998581751643759
ENSG00000112685,16,-0.0022532137700739,8,1,0.0,16,-0.0533734504659995,8,1,0.0,-0.0022138431449505,0.1875,EXOC2,False,,4990,0.7676051342115076,16,0.59,2.8675e-09,1.6965,0.0022532137700739
ENSG00000112695,16,-0.153256127498372,11,-1,-0.375,16,-0.0194506351850859,8,1,0.0,0.090184653663728,0.3125,COX7A2,False,,1922,0.8581942333717776,16,1.542,0.0045177,-0.41735,0.153256127498372
ENSG00000112697,16,-0.455000012468199,13,-1,-0.625,16,0.2010191071676931,10,1,0.25,0.394919912140162,0.1875,TMEM30A,False,,5502,0.967768764499743,16,0.77,0.0031923,1.0562,0.455000012468199
ENSG00000112699,16,-0.154601744916123,9,-1,-0.125,16,0.220710259259377,9,1,0.125,0.304442506280781,0.25,GMDS,False,,4217,0.6837525466286425,16,0.273,0.99132,1.819,0.154601744916123
ENSG00000112701,16,0.0874589518417538,10,1,0.25,16,-0.577743409507889,9,-1,-0.125,-0.2892777109118245,0.25,SENP6,False,,11417,0.864231762118749,16,0.215,0.99998,0.99897,0.0874589518417538
ENSG00000112715,16,-0.857157767234306,13,-1,-0.625,16,-0.2150395904786,10,-1,-0.25,0.5065480383575885,0.125,VEGFA,False,,14431,0.8927834317273545,16,0.84,2.4085e-05,0.46738,0.857157767234306
ENSG00000112742,16,-0.649854247397021,11,-1,-0.375,16,-0.0411805321768092,8,1,0.0,0.329762912206923,0.1875,TTK,False,,4579,0.600454812243831,16,0.463,0.0012734,0.72156,0.649854247397021
ENSG00000112759,16,-0.1190873710105172,9,-1,-0.125,16,-0.0891421663466368,8,1,0.0,-0.3165488329135619,0.4375,SLC29A1,False,,4298,0.7540121682074855,16,0.375,0.90069,0.71988,0.1190873710105172
ENSG00000112763,16,0.0116039179718154,8,1,0.0,16,-0.5192061363073065,12,-1,-0.5,-0.089778191237541,0.375,BTN2A1,False,,3787,0.7533621600634265,16,1.829,3.3958999999999994e-21,-0.43769,0.0116039179718154
ENSG00000112769,16,-0.5012581470755405,11,-1,-0.375,16,-0.0638336591750595,8,1,0.0,0.365289898367739,0.25,LAMA4,False,,11983,0.875386327261099,16,0.73,1.3909e-24,0.1479,0.5012581470755405
ENSG00000112787,16,0.283862414266452,9,1,0.125,16,-0.3345851277864959,10,-1,-0.25,0.0120498650003855,0.375,FBRSL1,False,,9393,0.6626666187619015,16,0.571,0.0058888,0.87801,0.283862414266452
ENSG00000112837,16,-0.3996274054729885,10,-1,-0.25,16,-0.6224629785776885,11,-1,-0.375,-0.0875876154274677,0.1875,TBX18,False,,8654,0.5841854170141125,16,0.193,0.99905,0.099027,0.3996274054729885
ENSG00000112852,16,-0.454345142424313,11,-1,-0.375,16,0.4392184507498979,13,1,0.625,0.4220419006380395,0.125,PCDHB2,False,,4098,0.6030892173899195,16,1.119,6.7312e-07,0.25205,0.454345142424313
ENSG00000112855,16,-0.6499025419626995,11,-1,-0.375,16,-0.4732161074424479,12,-1,-0.5,0.4666364126502755,0.25,HARS2,False,,3719,0.7165504745811975,16,0.736,2.7868e-05,0.043948,0.6499025419626995
ENSG00000112874,16,0.1488168010916395,10,1,0.25,16,-0.5507619285534845,10,-1,-0.25,-0.3115295704580235,0.4375,NUDT12,False,,4301,0.570752461994455,16,1.329,6.0014e-11,-0.47767,0.1488168010916395
ENSG00000112877,17,-0.755981752820777,11,-1,-0.2941176470588236,17,0.270620260364537,10,1,0.1764705882352941,0.391608496642431,0.1764705882352941,CEP72,False,,3590,0.362462950568888,17,1.353,1.5766000000000001e-19,-0.89202,0.755981752820777
ENSG00000112893,16,-0.1155696634057091,8,1,0.0,16,0.104083217092078,8,1,0.0,-0.0732504208568013,0.375,MAN2A1,False,,11254,0.903695903256631,16,0.617,1.6205e-10,0.42732,0.1155696634057091
ENSG00000112902,16,-0.6928395091364935,10,-1,-0.25,16,0.1729874412408198,9,1,0.125,0.044609094485231,0.375,SEMA5A,False,,12308,0.8057279212257344,16,0.483,1.5403e-05,1.3329,0.6928395091364935
ENSG00000112964,15,0.78097018329707,10,1,0.3333333333333332,15,0.850553934570516,10,1,0.3333333333333332,-0.508828942002529,0.6,GHR,False,,6948,0.479196951243468,15,0.662,8.4385e-05,-0.36145,0.78097018329707
ENSG00000112972,16,0.0632738205882751,8,1,0.0,16,-0.4586172750500065,9,-1,-0.125,-0.35091607639694,0.375,HMGCS1,False,,6627,0.8086982576836115,16,0.207,0.99824,3.0389,0.0632738205882751
ENSG00000112977,16,0.0541114435813665,9,1,0.125,16,-0.0182719439334784,8,1,0.0,-0.208163623048401,0.3125,DAP,False,,3323,0.9646115529171055,16,1.634,0.0035018,0.43823,0.0541114435813665
ENSG00000112981,16,0.329771917868822,10,1,0.25,16,0.8506755711315666,12,1,0.5,-0.207240063877137,0.4375,NME5,False,,2389,0.410491157966552,16,1.283,0.00067197,0.41433,0.329771917868822
ENSG00000112983,16,-0.1298293219426989,9,-1,-0.125,16,0.0413904101654544,9,1,0.125,0.0198976838292574,0.0625,BRD8,False,,7009,0.8382278499068709,16,0.516,1.5564e-07,3.0292,0.1298293219426989
ENSG00000112984,16,-0.4779778821213339,11,-1,-0.375,16,-0.281299587872865,11,-1,-0.375,0.4955317037713435,0.1875,KIF20A,False,,3852,0.6490481371257739,16,0.74,4.5339e-13,1.2839,0.4779778821213339
ENSG00000112992,16,-0.096905997988168,8,1,0.0,16,-0.121434356250019,9,-1,-0.125,-0.365651737963705,0.4375,NNT,False,,12018,0.87053840659298,16,0.311,0.97271,2.0839,0.096905997988168
ENSG00000112996,16,0.4990079836487044,11,1,0.375,16,-0.1626117854453625,9,-1,-0.125,-0.315808696798756,0.5,MRPS30,False,,6180,0.7195136285545395,16,1.103,1.5937e-08,-0.93437,0.4990079836487044
ENSG00000113013,16,-0.5280146264155829,10,-1,-0.25,16,-0.1631387885739175,8,1,0.0,0.3072799469652449,0.125,HSPA9,False,,9782,0.97259966147241,16,0.319,0.96852,1.0372,0.5280146264155829
