panel,quelle,abruf,symbol,ensembl
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,SLC26A2,ENSG00000155850
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,SLC29A3,ENSG00000198246
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,SLC34A1,ENSG00000131183
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,SLC34A3,ENSG00000198569
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,SLC35C1,ENSG00000181830
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,SLC35D1,ENSG00000116704
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,SLC39A13,ENSG00000165915
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,SLCO2A1,ENSG00000174640
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,SMAD3,ENSG00000166949
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,SMAD4,ENSG00000141646
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,SMAD6,ENSG00000137834
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,SMARCAL1,ENSG00000138375
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,SMC1A,ENSG00000072501
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,SMC3,ENSG00000108055
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,SMOC1,ENSG00000198732
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,SNRPB,ENSG00000125835
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,SNX10,ENSG00000086300
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,SOST,ENSG00000167941
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,SOX9,ENSG00000125398
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,SP7,ENSG00000170374
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,SPARC,ENSG00000113140
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,STT3A,ENSG00000134910
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,SUMF1,ENSG00000144455
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,TALDO1,ENSG00000177156
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,TAPT1,ENSG00000169762
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,TBCE,ENSG00000116957
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,TBX15,ENSG00000092607
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,TBX3,ENSG00000135111
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,TBX4,ENSG00000121075
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,TBX5,ENSG00000089225
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,TBX6,ENSG00000149922
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,TBXAS1,ENSG00000059377
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,TCIRG1,ENSG00000110719
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,TCOF1,ENSG00000070814
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,TCTEX1D2,ENSG00000213123
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,TCTN2,ENSG00000168778
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,TCTN3,ENSG00000119977
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,TERT,ENSG00000164362
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,TGFB1,ENSG00000105329
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,TGFB2,ENSG00000092969
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,TGFBR2,ENSG00000163513
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,TMCO1,ENSG00000143183
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,TMEM165,ENSG00000134851
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,TMEM216,ENSG00000187049
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,TMEM231,ENSG00000205084
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,TMEM38B,ENSG00000095209
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,TNFRSF11A,ENSG00000141655
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,TNFRSF11B,ENSG00000164761
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,TNFSF11,ENSG00000120659
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,TOMM7,ENSG00000196683
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,TONSL,ENSG00000160949
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,TP63,ENSG00000073282
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,TRAPPC2,ENSG00000196459
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,TREM2,ENSG00000095970
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,TRIP11,ENSG00000100815
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,TRPS1,ENSG00000104447
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,TRPV4,ENSG00000111199
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,TRPV6,ENSG00000165125
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,TTC21B,ENSG00000123607
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,TTC8,ENSG00000165533
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,TWIST1,ENSG00000122691
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,TYROBP,ENSG00000011600
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,UBA2,ENSG00000126261
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,UFSP2,ENSG00000109775
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,UNC45A,ENSG00000140553
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,VDR,ENSG00000111424
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,VPS33A,ENSG00000139719
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,WBP11,ENSG00000084463
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,WDPCP,ENSG00000143951
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,WDR19,ENSG00000157796
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,WDR34,ENSG00000119333
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,WDR35,ENSG00000118965
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,WDR60,ENSG00000126870
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,WISP3,ENSG00000112761
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,WNT1,ENSG00000125084
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,WNT10B,ENSG00000169884
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,WNT5A,ENSG00000114251
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,WNT7A,ENSG00000154764
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,XRCC4,ENSG00000152422
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,XYLT1,ENSG00000103489
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,XYLT2,ENSG00000015532
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,YY1,ENSG00000100811
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,ZMPSTE24,ENSG00000084073
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,ZNF687,ENSG00000143373
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,ZSWIM6,ENSG00000130449
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,ABL1,ENSG00000097007
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,B9D1,ENSG00000108641
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,BTRC,ENSG00000166167
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,C16orf62,ENSG00000103544
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,CSNK1G1,ENSG00000169118
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,DROSHA,ENSG00000113360
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,EN1,ENSG00000163064
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,FAM210A,ENSG00000177150
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,FBLN1,ENSG00000077942
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,FBXW4,ENSG00000107829
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,GNPNAT1,ENSG00000100522
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,H2AFY,ENSG00000113648
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,HDAC4,ENSG00000068024
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,HEATR3,ENSG00000155393
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,HMGCS1,ENSG00000112972
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,HNRNPK,ENSG00000165119
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,IDH1,ENSG00000138413
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,JPH1,ENSG00000104369
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,LOXL3,ENSG00000115318
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,LRRC8C,ENSG00000171488
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,MANBA,ENSG00000109323
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,MBTPS2,ENSG00000012174
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,MIA3,ENSG00000154305
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,MIR17HG,ENSG00000215417
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,MMP9,ENSG00000100985
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,NMNAT1,ENSG00000173614
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,NRCAM,ENSG00000091129
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,PAM16,ENSG00000217930
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,PDIA6,ENSG00000143870
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,PFN1,ENSG00000108518
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,PLEKHM1,ENSG00000225190
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,RAD21,ENSG00000164754
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,SCNM1,ENSG00000163156
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,SIK3,ENSG00000160584
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,SLC35B2,ENSG00000157593
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,SUCO,ENSG00000094975
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,TBX2,ENSG00000121068
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,TMEM251,ENSG00000153485
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,VCP,ENSG00000165280
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,ZBTB20,ENSG00000181722
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,ACVR2B,ENSG00000114739
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,ADGRV1,ENSG00000164199
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,ADI1,ENSG00000182551
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,AHI1,ENSG00000135541
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,AIPL1,ENSG00000129221
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,AKT1,ENSG00000142208
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,ARID1A,ENSG00000117713
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,ARID1B,ENSG00000049618
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,ARL13B,ENSG00000169379
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,ATXN10,ENSG00000130638
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,B9D2,ENSG00000123810
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,BANF1,ENSG00000175334
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,C2orf71,ENSG00000179270
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,C5orf42,ENSG00000197603
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,CCDC28B,ENSG00000160050
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,CCDC39,ENSG00000145075
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,CCDC40,ENSG00000141519
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,CD96,ENSG00000153283
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,CDC6,ENSG00000094804
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,CDH23,ENSG00000107736
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,CEP164,ENSG00000110274
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,CEP41,ENSG00000106477
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,CFTR,ENSG00000001626
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,CKAP2L,ENSG00000169607
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,CLRN1,ENSG00000163646
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,COL12A1,ENSG00000111799
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,COL5A1,ENSG00000130635
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,COLEC10,ENSG00000184374
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,CRB1,ENSG00000134376
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,CRELD1,ENSG00000163703
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,CRX,ENSG00000105392
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,CYP26B1,ENSG00000003137
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,DACT1,ENSG00000165617
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,DLX6,ENSG00000006377
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,DNAAF1,ENSG00000154099
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,DNAAF2,ENSG00000165506
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,DNAAF3,ENSG00000167646
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,DNAH11,ENSG00000105877
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,DNAH5,ENSG00000039139
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,DNAI1,ENSG00000122735
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,DNAI2,ENSG00000171595
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,DNAL1,ENSG00000119661
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,DOLPP1,ENSG00000167130
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,DPM2,ENSG00000136908
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,DPM3,ENSG00000179085
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,DSPP,ENSG00000152591
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,EP300,ENSG00000100393
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,ESR1,ENSG00000091831
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,ETF1,ENSG00000120705
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,FBLIM1,ENSG00000162458
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,FGF8,ENSG00000107831
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,FMN1,ENSG00000248905
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,FOXC1,ENSG00000054598
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,FOXH1,ENSG00000160973
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,GDF1,ENSG00000130283
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,GDF3,ENSG00000184344
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,GLIS2,ENSG00000126603
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,GREM1,ENSG00000166923
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,GUCY2D,ENSG00000132518
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,HDAC5,ENSG00000108840
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,HOXA11,ENSG00000005073
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,HOXD11,ENSG00000128713
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,HYLS1,ENSG00000198331
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,IDH2,ENSG00000182054
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,IFT88,ENSG00000032742
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,IMPDH1,ENSG00000106348
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,INVS,ENSG00000119509
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,IQCB1,ENSG00000173226
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,KCNJ13,ENSG00000115474
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,KIAA1217,ENSG00000120549
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,LCA5,ENSG00000135338
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,LEFTY2,ENSG00000143768
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,LRAT,ENSG00000121207
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,LRP6,ENSG00000070018
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,LTBP2,ENSG00000119681
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,MAN2C1,ENSG00000140400
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,MCM5,ENSG00000100297
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,MMP14,ENSG00000157227
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,MTAP,ENSG00000099810
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,MYO1H,ENSG00000174527
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,MYO7A,ENSG00000137474
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,NEK8,ENSG00000160602
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,NIN,ENSG00000100503
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,NKX2-5,ENSG00000183072
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,NME8,ENSG00000086288
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,NODAL,ENSG00000156574
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,NPHP1,ENSG00000144061
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,NPHP3,ENSG00000113971
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,NPHP4,ENSG00000131697
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,NPPC,ENSG00000163273
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,OAT,ENSG00000065154
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,PCDH15,ENSG00000150275
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,PHF6,ENSG00000156531
NOSO_BREIT,PanelApp 309 alle Stufen + HPO HP:0002652 Teilbaum,2026-08-21,PIK3CA,ENSG00000121879
