ensembl,dWT_n,dWT_med,dWT_v,dWT_vz,dWT_kons,iv_n,iv_med,iv_v,iv_vz,iv_kons,basis_med,pool_anteil,symbol,im_modul,ri
ENSG00000154310,15,-0.423096474827823,11,-1,-0.46666666666666656,15,-0.0553914347040718,8,-1,-0.06666666666666665,0.35587457472808,0.13333333333333333,TNIK,False,
ENSG00000154319,16,1.1024066717279204,11,1,0.375,16,-0.37702123527643,9,-1,-0.125,-0.69317471430735,0.6875,FAM167A,False,
ENSG00000154328,16,-0.6921750008976635,13,-1,-0.625,16,0.320246927697056,10,1,0.25,0.5915308021386481,0.0625,NEIL2,False,
ENSG00000154358,15,-0.04887968636342,8,-1,-0.06666666666666665,15,-0.116498892534992,8,-1,-0.06666666666666665,-0.0562770509743305,0.26666666666666666,OBSCN,False,
ENSG00000154359,18,0.5757654320222134,16,1,0.7777777777777777,18,-0.25091293182236096,11,-1,-0.22222222222222232,-0.6670868805188279,0.6111111111111112,LONRF1,False,
ENSG00000154370,16,-0.9468172469012646,13,-1,-0.625,16,-0.172261297309984,11,-1,-0.375,0.67070641207505,0.125,TRIM11,False,
ENSG00000154380,16,-0.11938356260218005,9,-1,-0.125,16,-0.3908437735553135,11,-1,-0.375,0.1351313076165675,0.25,ENAH,False,
ENSG00000154429,16,-0.1555888856033139,9,-1,-0.125,16,-0.529499426346239,11,-1,-0.375,0.10907037781897061,0.3125,CCSAP,False,
ENSG00000154447,16,-1.22135213627954,14,-1,-0.75,16,-0.01933522291065965,8,1,0.0,0.850854057201349,0.0625,SH3RF1,True,-1.0
ENSG00000154473,16,-0.433085349013068,10,-1,-0.25,16,-0.46453069236613453,10,-1,-0.25,0.2088816241851016,0.3125,BUB3,False,
ENSG00000154529,16,-0.29561938284292844,10,-1,-0.25,16,0.0626670794089095,9,1,0.125,-0.124443144946742,0.25,CNTNAP3B,False,
ENSG00000154548,17,0.0,8,1,-0.05882352941176472,17,-0.0145731349887772,9,-1,-0.05882352941176472,0.0776467298234909,0.35294117647058826,SRSF12,False,
ENSG00000154553,16,-0.07359855027455184,8,1,0.0,16,0.0135731888448151,9,1,0.125,0.300442428500143,0.1875,PDLIM3,False,
ENSG00000154556,16,0.9772385368787595,13,1,0.625,16,0.13262654830670173,9,1,0.125,-0.7578905629824355,0.6875,SORBS2,False,
ENSG00000154589,18,-0.3758817035659675,11,-1,-0.22222222222222232,18,0.355068500502085,10,1,0.11111111111111116,0.172483123421648,0.3888888888888889,LY96,False,
ENSG00000154640,16,-0.005780564289466002,8,1,0.0,16,-0.0974258249336916,9,-1,-0.125,-0.378460902843391,0.375,BTG3,False,
ENSG00000154642,16,-0.343159060617532,9,-1,-0.125,16,-0.438625103082469,10,-1,-0.25,0.114402034022819,0.4375,C21orf91,False,
ENSG00000154678,16,-0.7820478844594435,11,-1,-0.375,16,-0.2487715357830505,12,-1,-0.5,0.402928847374722,0.25,PDE1C,False,
ENSG00000154710,16,-0.2101753771709925,10,-1,-0.25,16,-0.494182370732428,11,-1,-0.375,0.23012318797326148,0.375,RABGEF1,False,
ENSG00000154719,16,-0.13763187870830265,10,-1,-0.25,16,-0.12009791065301555,10,-1,-0.25,0.13788346725034464,0.0625,MRPL39,False,
ENSG00000154721,15,0.541709513269736,12,1,0.6000000000000001,15,0.0361949692134952,8,1,0.06666666666666665,-0.0474049760730506,0.5333333333333333,JAM2,False,
ENSG00000154727,16,0.0940774284538558,9,1,0.125,16,-0.0775885569661745,9,-1,-0.125,-0.435046236977851,0.375,GABPA,False,
ENSG00000154734,16,-1.0799442655308802,11,-1,-0.375,16,-0.41529103931525746,11,-1,-0.375,0.605622524650602,0.25,ADAMTS1,False,
ENSG00000154736,18,0.2257245142314055,10,1,0.11111111111111116,18,-0.357321597288245,11,-1,-0.22222222222222232,-0.08130455188923165,0.4444444444444444,ADAMTS5,False,
ENSG00000154743,16,0.409651041385824,9,1,0.125,16,-0.2618940136769975,10,-1,-0.25,-0.1583223065253515,0.5,TSEN2,False,
ENSG00000154760,15,0.104966726535648,9,1,0.19999999999999996,15,0.51381610368175,10,1,0.33333333333333326,0.0369854126921962,0.2,SLFN13,False,
ENSG00000154767,16,0.792044902366128,15,1,0.875,16,-0.5135392900324195,13,-1,-0.625,-0.507957721019752,0.625,XPC,True,1.0
ENSG00000154781,16,0.4311083522595895,13,1,0.625,16,-0.239995890358511,10,-1,-0.25,-0.5948613047283685,0.5,CCDC174,False,
ENSG00000154803,15,1.0373193370882,10,1,0.33333333333333326,15,0.0065388220405231,8,1,0.06666666666666665,-0.331132719761279,0.5333333333333333,FLCN,False,
ENSG00000154813,16,0.680570870665667,11,1,0.375,16,0.0500301171675629,9,1,0.125,-0.5348833422765235,0.5625,DPH3,False,
ENSG00000154814,16,0.07605135061986135,9,1,0.125,16,-0.0867638324445424,8,1,0.0,-0.10240245138865645,0.3125,OXNAD1,False,
ENSG00000154822,18,-0.30351183520227754,11,-1,-0.22222222222222232,18,-0.1308590820874724,10,-1,-0.11111111111111116,-0.312205892226707,0.16666666666666666,PLCL2,False,
ENSG00000154832,16,-0.5376800027006795,12,-1,-0.5,16,0.31445128993932603,9,1,0.125,0.321601969546032,0.25,CXXC1,False,
ENSG00000154839,15,-0.630194688544321,10,-1,-0.33333333333333326,15,-0.591513264592805,10,-1,-0.33333333333333326,0.57894857279787,0.3333333333333333,SKA1,False,
ENSG00000154845,16,-0.07130681995137755,9,-1,-0.125,16,-0.8654631771799499,12,-1,-0.5,0.0635693695940275,0.375,PPP4R1,False,
ENSG00000154889,16,1.394836843625265,11,1,0.375,16,0.31579299400114147,12,1,0.5,-0.887328879069493,0.625,MPPE1,False,
ENSG00000154920,16,-0.746516071133427,12,-1,-0.5,16,-0.288497040812475,9,-1,-0.125,0.6130696734953129,0.25,EME1,False,
ENSG00000154928,15,-1.68887847875145,14,-1,-0.8666666666666667,15,0.573471966289584,11,1,0.46666666666666656,0.962044731088215,0.06666666666666667,EPHB1,True,-1.0
ENSG00000154930,16,0.6951727477761149,11,1,0.375,16,-0.009292539499367647,8,1,0.0,-0.733978983688522,0.625,ACSS1,False,
ENSG00000154945,18,-0.07555681292212675,11,-1,-0.22222222222222232,18,-0.369609075638271,13,-1,-0.4444444444444444,-0.134893190347489,0.2777777777777778,ANKRD40,False,
ENSG00000154957,16,0.26119692554039026,9,1,0.125,16,0.1806709592605795,9,1,0.125,-0.39910887780871,0.5,ZNF18,False,
ENSG00000154978,16,-0.010647543870314451,8,1,0.0,16,0.1462034968724405,9,1,0.125,0.183460689383717,0.25,VOPP1,False,
ENSG00000155008,16,0.9057910650823705,13,1,0.625,16,0.1486891429975815,9,1,0.125,-0.7527912307178171,0.6875,APOOL,False,
ENSG00000155011,15,-0.31004015443336,8,-1,-0.06666666666666665,15,0.376398060540741,9,1,0.19999999999999996,0.443662250002986,0.4,DKK2,False,
ENSG00000155016,16,0.8176760851610735,10,1,0.25,16,-0.10867291165012641,8,1,0.0,-0.43226334422044355,0.625,CYP2U1,False,
ENSG00000155034,16,-0.007027440972596499,8,1,0.0,16,0.053917381582668705,9,1,0.125,-0.0872752796757986,0.4375,FBXL18,False,
ENSG00000155085,16,0.548090597943919,10,1,0.25,16,0.34629944696763,11,1,0.375,-0.6010903467569925,0.5625,AK9,False,
ENSG00000155090,16,1.024729457645281,14,1,0.75,16,-0.185072033319512,9,-1,-0.125,-0.4741876682047955,0.75,KLF10,False,
ENSG00000155093,15,0.0361132863921856,9,1,0.19999999999999996,15,-0.720740299160902,11,-1,-0.46666666666666656,-0.0401233136739378,0.2,PTPRN2,False,
ENSG00000155096,16,0.03836607310593005,10,1,0.25,16,-0.7243339727677764,12,-1,-0.5,-0.081456309936178,0.375,AZIN1,False,
ENSG00000155097,16,0.309360514624739,9,1,0.125,16,-0.0437110136652033,8,1,0.0,-0.474040915431977,0.4375,ATP6V1C1,False,
ENSG00000155100,16,-0.584084680204937,10,-1,-0.25,16,0.05545590181532249,8,1,0.0,0.35492856148842,0.25,OTUD6B,False,
ENSG00000155111,16,0.0406895667403653,10,1,0.25,16,0.399078907917973,11,1,0.375,-0.29433054390051044,0.375,CDK19,False,
ENSG00000155115,18,-0.4148824085899835,10,-1,-0.11111111111111116,18,0.403876718208255,11,1,0.22222222222222232,0.143529450850447,0.2222222222222222,GTF3C6,False,
ENSG00000155158,16,1.157627093919434,13,1,0.625,16,-0.5042087614114146,10,-1,-0.25,-0.8414265780878465,0.625,TTC39B,False,
ENSG00000155189,17,0.19854374147061,10,1,0.17647058823529416,17,-0.226160700839991,10,-1,-0.17647058823529416,-0.205868703245009,0.4117647058823529,AGPAT5,False,
ENSG00000155229,16,-1.1318632546292726,10,-1,-0.25,16,0.5370946417942539,13,1,0.625,0.627391320667201,0.25,MMS19,False,
ENSG00000155252,16,0.707272148846275,9,1,0.125,16,-0.414675165118889,13,-1,-0.625,-0.05381043542640325,0.5625,PI4K2A,False,
ENSG00000155254,16,-0.1172645675877995,9,-1,-0.125,16,0.5164626600245175,11,1,0.375,-0.2546596647800825,0.375,MARVELD1,False,
ENSG00000155256,16,0.1982406917859925,9,1,0.125,16,0.1314893393338635,9,1,0.125,0.04749876774431215,0.4375,ZFYVE27,False,
ENSG00000155275,16,-0.1333007370939104,9,-1,-0.125,16,-0.044418016958303004,8,1,0.0,0.244912836601168,0.3125,TRMT44,False,
ENSG00000155287,16,1.29323719454991,13,1,0.625,16,-0.1573059384656735,9,-1,-0.125,-0.6538014672400274,0.6875,SLC25A28,False,
ENSG00000155304,18,-0.4631754195222145,12,-1,-0.33333333333333326,18,-0.1670258125899775,10,-1,-0.11111111111111116,-0.3210892608770005,0.3333333333333333,HSPA13,False,
ENSG00000155313,16,1.1313052732312299,9,1,0.125,16,-0.1259697224425459,9,-1,-0.125,-0.662142956866595,0.5625,USP25,False,
ENSG00000155329,16,0.7341782596002284,11,1,0.375,16,0.205505466135865,9,1,0.125,-0.20588497370029102,0.5,ZCCHC10,False,
ENSG00000155330,16,-0.47857980119850296,10,-1,-0.25,16,-0.3377229922885805,10,-1,-0.25,0.47157425526264496,0.375,C16orf87,False,
ENSG00000155363,16,-0.677854668651123,11,-1,-0.375,16,0.037036385002488396,9,1,0.125,0.2801899963405645,0.25,MOV10,False,
ENSG00000155366,16,-0.2124915926667615,13,-1,-0.625,16,-0.025132431993749253,8,1,0.0,0.168740655239404,0.1875,RHOC,False,
ENSG00000155367,15,-0.591676275673975,11,-1,-0.46666666666666656,15,0.121795141939162,8,1,0.06666666666666665,0.381415175545706,0.26666666666666666,PPM1J,False,
ENSG00000155368,16,0.559428143277275,13,1,0.625,16,-0.396768314112038,9,-1,-0.125,-0.23162894516945448,0.5625,DBI,False,
ENSG00000155380,18,-0.4514413543991605,12,-1,-0.33333333333333326,18,-0.2765440043585505,10,-1,-0.11111111111111116,0.11747998421584674,0.2777777777777778,SLC16A1,False,
ENSG00000155393,16,-0.683222763347362,12,-1,-0.5,16,0.284385335838569,9,1,0.125,0.34657600624832197,0.125,HEATR3,False,
ENSG00000155438,15,-0.150098868403728,9,-1,-0.19999999999999996,15,-0.281202864514808,9,-1,-0.19999999999999996,0.129558393450048,0.26666666666666666,NIFK,False,
ENSG00000155463,16,0.2717968902076155,12,1,0.5,16,0.5065785331642155,12,1,0.5,-0.283378554225742,0.4375,OXA1L,False,
ENSG00000155465,15,0.483110675189194,11,1,0.46666666666666656,15,-0.269435273923518,10,-1,-0.33333333333333326,-0.397408783767883,0.4666666666666667,SLC7A7,False,
ENSG00000155506,16,-0.016632873430271505,8,1,0.0,16,-0.70854179815244,13,-1,-0.625,0.0555231209239773,0.375,LARP1,False,
ENSG00000155508,16,-0.02643044518112585,8,1,0.0,16,0.023734927151534004,8,1,0.0,0.04429497510279995,0.25,CNOT8,False,
ENSG00000155530,15,-0.0535628917255813,8,-1,-0.06666666666666665,15,-0.311235747180878,9,-1,-0.19999999999999996,-0.186260191098225,0.3333333333333333,LRGUK,False,
ENSG00000155542,16,0.119688492285353,9,1,0.125,16,-0.380535258568521,9,-1,-0.125,-0.0560791701586336,0.4375,SETD9,False,
ENSG00000155545,16,0.277749091719114,10,1,0.25,16,-0.5070322091591285,10,-1,-0.25,-0.0830667002786153,0.375,MIER3,False,
ENSG00000155561,16,-0.8855137698880966,12,-1,-0.5,16,-0.36858934159469203,11,-1,-0.375,0.706900505805332,0.1875,NUP205,False,
ENSG00000155592,16,-0.1885896895971772,8,1,0.0,16,-0.400946008373528,10,-1,-0.25,-0.1877320430717335,0.1875,ZKSCAN2,False,
ENSG00000155621,16,0.04515362994402215,9,1,0.125,16,0.23915496067133624,9,1,0.125,-0.0173642303018555,0.4375,C9orf85,False,
ENSG00000155629,15,0.957455609211495,10,1,0.33333333333333326,15,-0.311194469475482,10,-1,-0.33333333333333326,-0.223831754096474,0.6,PIK3AP1,False,
ENSG00000155636,16,-0.01643422835582625,8,1,0.0,16,0.20083424271602177,10,1,0.25,0.3548259998968215,0.1875,RBM45,False,
ENSG00000155660,16,-1.2093909101923899,14,-1,-0.75,16,-0.07156501409612459,8,1,0.0,0.47899828118550447,0.125,PDIA4,False,
ENSG00000155666,16,-0.6367867725186844,11,-1,-0.375,16,0.45606136677993825,10,1,0.25,0.440396341232844,0.125,KDM8,False,
ENSG00000155729,16,0.8177141142042135,10,1,0.25,16,-0.495372874458025,10,-1,-0.25,-0.7339250658234215,0.625,KCTD18,False,
ENSG00000155755,16,-0.2998161378045995,9,-1,-0.125,16,-0.06375402697713395,9,-1,-0.125,-0.1543454794070335,0.1875,TMEM237,False,
ENSG00000155760,18,-0.7538135603777745,12,-1,-0.33333333333333326,18,-0.3492576674803035,11,-1,-0.22222222222222232,0.942682859418849,0.16666666666666666,FZD7,False,
ENSG00000155792,16,0.4545026199409925,10,1,0.25,16,-0.09823150180126035,9,-1,-0.125,-0.4093507285547855,0.4375,DEPTOR,False,
ENSG00000155816,16,-0.6146966739136566,11,-1,-0.375,16,-0.034889578710441654,9,-1,-0.125,0.4890213207444285,0.3125,FMN2,False,
ENSG00000155827,16,-0.07806394962451889,8,1,0.0,16,0.238244262654827,11,1,0.375,-0.383095861442431,0.4375,RNF20,False,
ENSG00000155846,15,0.367145636632457,9,1,0.19999999999999996,15,0.0245489747519061,8,1,0.06666666666666665,-0.151838276135039,0.3333333333333333,PPARGC1B,False,
ENSG00000155850,18,1.19742056913292,15,1,0.6666666666666667,18,0.07804411378180305,9,1,0.0,-0.8864789825585365,0.7222222222222222,SLC26A2,False,
ENSG00000155858,18,0.09767176452625556,12,1,0.33333333333333326,18,-0.5924416444487065,11,-1,-0.22222222222222232,-0.1020017465984495,0.3333333333333333,LSM11,False,
ENSG00000155868,18,-0.1702571731523705,10,-1,-0.11111111111111116,18,0.2757167452162756,10,1,0.11111111111111116,-0.032534461040664646,0.2777777777777778,MED7,False,
ENSG00000155876,18,0.36759095932165753,10,1,0.11111111111111116,18,-0.06319323723966755,9,1,0.0,0.09209332995204204,0.5,RRAGA,False,
ENSG00000155903,16,-0.027261403912764007,8,1,0.0,16,-0.5708989522472505,9,-1,-0.125,0.24956932716762636,0.4375,RASA2,False,
ENSG00000155906,16,0.3295196062402855,9,1,0.125,16,0.010971817080644,8,1,0.0,-0.3052301228781545,0.5,RMND1,False,
ENSG00000155957,16,0.711207961036752,13,1,0.625,16,0.09859748199029744,10,1,0.25,-0.541796865529665,0.5,TMBIM4,False,
ENSG00000155959,16,-0.6542882064741244,10,-1,-0.25,16,0.0038709328153907503,8,1,0.0,0.19448650968307601,0.1875,VBP1,False,
ENSG00000155970,16,-0.03347460543112215,9,-1,-0.125,16,-0.2372610869598375,10,-1,-0.25,-0.14524553045918215,0.4375,MICU3,False,
ENSG00000155975,16,0.310808911865455,12,1,0.5,16,-0.403092462164017,13,-1,-0.625,-0.3632436955609295,0.4375,VPS37A,False,
ENSG00000155980,15,-0.587723583116485,10,-1,-0.33333333333333326,15,0.125344450973457,8,1,0.06666666666666665,0.101665889287206,0.2,KIF5A,False,
ENSG00000156011,16,-0.2781400355123375,9,-1,-0.125,16,-0.4729937330869175,12,-1,-0.5,0.14227930660413549,0.375,PSD3,False,
ENSG00000156026,16,0.12482533272915075,9,1,0.125,16,-0.1714988564103332,10,-1,-0.25,-0.21299062598499,0.4375,MCU,False,
ENSG00000156049,16,-0.44583535827944853,9,-1,-0.125,16,-0.061425927820750154,8,1,0.0,0.4235990849656385,0.375,GNA14,False,
ENSG00000156050,16,0.45242346498267005,10,1,0.25,16,-0.10744129489312151,9,-1,-0.125,-0.3423895159369525,0.5,FAM161B,False,
ENSG00000156052,16,0.31552903334564397,10,1,0.25,16,-0.06630900607462849,8,1,0.0,-0.298834790520401,0.375,GNAQ,False,
ENSG00000156103,16,-1.51313783591652,14,-1,-0.75,16,0.552969675010725,15,1,0.875,0.9130363977801426,0.0625,MMP16,False,
ENSG00000156110,16,-0.612351187786645,10,-1,-0.25,16,-0.01097852958053115,9,-1,-0.125,0.1881944768576815,0.3125,ADK,False,
ENSG00000156113,16,-1.22546124897374,14,-1,-0.75,16,-0.36954350633322053,11,-1,-0.375,0.847562055700585,0.125,KCNMA1,False,
ENSG00000156136,16,-0.5574336645895834,12,-1,-0.5,16,-0.3547484898519725,11,-1,-0.375,0.4709506242360345,0.1875,DCK,False,
ENSG00000156140,15,-0.888165078564871,11,-1,-0.46666666666666656,15,-0.42652460824911,10,-1,-0.33333333333333326,0.410029911799238,0.2,ADAMTS3,False,
ENSG00000156162,16,1.5178200876529648,13,1,0.625,16,-0.0097989678071275,9,-1,-0.125,-1.09604716569811,0.6875,DPY19L4,False,
ENSG00000156170,16,0.833406056915343,9,1,0.125,16,-0.316363716629944,9,-1,-0.125,-0.551333050996929,0.5625,NDUFAF6,False,
ENSG00000156171,16,0.31517250263812646,9,1,0.125,16,0.2320320433208459,9,1,0.125,-0.3800687975514535,0.4375,DRAM2,False,
ENSG00000156232,18,1.104263673670635,15,1,0.6666666666666667,18,-0.5601690401261374,14,-1,-0.5555555555555556,-0.6448905426934726,0.6666666666666666,WHAMM,False,
ENSG00000156239,16,0.273348631402108,11,1,0.375,16,-0.09694051164396154,8,1,0.0,-0.3065243781840725,0.4375,N6AMT1,False,
ENSG00000156253,18,0.32480556593496146,11,1,0.22222222222222232,18,0.0594322646106727,10,1,0.11111111111111116,-0.14618353049616767,0.3333333333333333,RWDD2B,False,
ENSG00000156256,16,-0.3085528367834015,9,-1,-0.125,16,0.07993363298849049,8,1,0.0,-0.413160338041953,0.375,USP16,False,
ENSG00000156261,16,-1.2005311678522248,13,-1,-0.625,16,0.037408053597187546,8,1,0.0,0.787692716921199,0.0625,CCT8,False,
ENSG00000156265,16,-0.480159626821681,10,-1,-0.25,16,-0.0734296539668434,9,-1,-0.125,-0.0678923676268456,0.25,MAP3K7CL,False,
ENSG00000156273,16,-0.17655707011412802,8,1,0.0,16,-0.3008324120201445,10,-1,-0.25,0.1971515074603335,0.375,BACH1,False,
ENSG00000156299,16,-0.24153807070252897,11,-1,-0.375,16,-0.130159536463656,9,-1,-0.125,0.2301257689205765,0.125,TIAM1,False,
ENSG00000156304,16,-0.3615306875010325,9,-1,-0.125,16,-0.399381018619967,10,-1,-0.25,0.22896656249815356,0.3125,SCAF4,False,
ENSG00000156313,16,0.6511692881728405,12,1,0.5,16,-0.6673219467003615,12,-1,-0.5,-0.17036271089042143,0.5,RPGR,False,
ENSG00000156345,16,-0.794796581177275,11,-1,-0.375,16,-0.127990351732163,9,-1,-0.125,0.4707912166441705,0.25,CDK20,False,
ENSG00000156374,16,-0.17801190250732574,8,1,0.0,16,-0.1101142822624943,9,-1,-0.125,-0.092530500416028,0.375,PCGF6,False,
ENSG00000156381,18,-0.305258115026285,12,-1,-0.33333333333333326,18,-0.2981002477528095,12,-1,-0.33333333333333326,0.27453836578229196,0.16666666666666666,ANKRD9,False,
ENSG00000156384,16,0.45077797208522996,10,1,0.25,16,-0.2226948267114105,10,-1,-0.25,-0.1808008393313226,0.5,SFR1,False,
ENSG00000156398,16,-1.108191268071708,11,-1,-0.375,16,0.1277838923923688,8,1,0.0,0.48027676082017345,0.25,SFXN2,False,
ENSG00000156427,15,0.424209860495887,10,1,0.33333333333333326,15,0.379940299680039,9,1,0.19999999999999996,-0.378923997691439,0.4,FGF18,False,
ENSG00000156463,16,-1.673936832619085,15,-1,-0.875,16,0.38219076219623704,12,1,0.5,0.7124747353807905,0.0625,SH3RF2,True,-1.0
ENSG00000156466,16,-0.2110142831104565,10,-1,-0.25,16,0.16416122881616058,9,1,0.125,0.08840688698422605,0.3125,GDF6,False,
ENSG00000156467,16,-0.29116993114613,9,-1,-0.125,16,0.031121457295514104,8,1,0.0,0.3898018201549765,0.25,UQCRB,False,
ENSG00000156469,16,0.9417095402749269,12,1,0.5,16,-0.05713095686254885,8,1,0.0,-0.577059663542417,0.75,MTERF3,False,
ENSG00000156471,16,-0.1839736576262438,10,-1,-0.25,16,0.022429663958324547,9,1,0.125,0.441094419946897,0.1875,PTDSS1,False,
ENSG00000156482,16,0.4996704794257455,10,1,0.25,16,0.025270401610639856,8,1,0.0,-0.357688285633488,0.5,RPL30,False,
ENSG00000156502,16,-0.3223083180573769,11,-1,-0.375,16,-0.09921523832623776,8,1,0.0,0.42504735830554596,0.125,SUPV3L1,False,
ENSG00000156508,16,-0.08928822728863361,8,1,0.0,16,-0.006098032419409996,8,1,0.0,0.100387167452886,0.375,EEF1A1,False,
ENSG00000156510,15,-0.691166330821189,12,-1,-0.6000000000000001,15,0.126549713189626,8,1,0.06666666666666665,0.658252637315715,0.13333333333333333,HKDC1,False,
ENSG00000156515,16,-0.43003972121893597,9,-1,-0.125,16,-0.011719584009470898,8,1,0.0,0.43963982800830403,0.375,HK1,False,
ENSG00000156521,16,0.10349725188365419,9,1,0.125,16,-0.004091735521446699,8,1,0.0,-0.35330272777719596,0.3125,TYSND1,False,
ENSG00000156531,16,-0.1832624984165444,9,-1,-0.125,16,-0.04932445349695425,8,1,0.0,0.19770895846110248,0.0625,PHF6,False,
ENSG00000156535,16,0.19699943324521985,9,1,0.125,16,0.201988044711921,10,1,0.25,-0.536529389598419,0.3125,CD109,False,
ENSG00000156587,16,0.38774109820384156,9,1,0.125,16,-0.32821038867289054,10,-1,-0.25,0.06859321994779946,0.5,UBE2L6,False,
ENSG00000156599,16,0.262900861474133,10,1,0.25,16,-0.577966020785434,11,-1,-0.375,-0.5482956427194701,0.4375,ZDHHC5,False,
ENSG00000156603,16,0.1880473107778325,9,1,0.125,16,0.066722461393389,8,1,0.0,-0.04904691170529099,0.4375,MED19,False,
ENSG00000156639,16,0.3859057713370815,10,1,0.25,16,0.0700545190102654,9,1,0.125,-0.3704984515009175,0.375,ZFAND3,False,
ENSG00000156642,16,-0.025271016516538514,8,1,0.0,16,-0.07344478567645855,8,1,0.0,0.144649416087268,0.375,NPTN,False,
ENSG00000156650,17,0.206973527992686,9,1,0.05882352941176472,17,0.252024867123467,9,1,0.05882352941176472,-0.223799493730632,0.47058823529411764,KAT6B,False,
ENSG00000156671,16,1.0239803944530266,10,1,0.25,16,-0.293798558529602,9,-1,-0.125,-0.402992085068727,0.5625,SAMD8,False,
ENSG00000156675,16,1.0862731185030001,14,1,0.75,16,-0.4781290922728235,10,-1,-0.25,-0.6317799054468695,0.6875,RAB11FIP1,False,
ENSG00000156689,18,-0.3717342624853685,10,-1,-0.11111111111111116,18,0.653790177128575,13,1,0.4444444444444444,0.043044651832578495,0.2777777777777778,GLYATL2,False,
ENSG00000156697,16,0.388143152670811,10,1,0.25,16,-0.5381373539818545,12,-1,-0.5,-0.11765330019582806,0.4375,UTP14A,False,
ENSG00000156709,16,-0.765043412375275,10,-1,-0.25,16,0.05946681750757515,8,1,0.0,0.39905950500107645,0.3125,AIFM1,False,
ENSG00000156711,16,-0.44818879311786297,10,-1,-0.25,16,-0.1043013055122735,8,1,0.0,0.11828908965419925,0.25,MAPK13,False,
ENSG00000156735,16,0.027643384176726404,8,1,0.0,16,0.0250187567987587,9,1,0.125,0.09700491806816935,0.375,BAG4,False,
ENSG00000156787,16,-0.298060937082189,11,-1,-0.375,16,0.14755010813709402,9,1,0.125,-0.09011923105169481,0.125,TBC1D31,False,
ENSG00000156802,16,-0.8486442946053325,11,-1,-0.375,16,-0.009446249377429699,8,1,0.0,0.4186627254610355,0.25,ATAD2,False,
ENSG00000156804,18,0.42447146778499145,12,1,0.33333333333333326,18,0.165672128132145,12,1,0.33333333333333326,-0.4877633155940195,0.5,FBXO32,False,
ENSG00000156831,18,0.366592261215701,10,1,0.11111111111111116,18,0.24341275027045886,10,1,0.11111111111111116,-0.5381994709442814,0.5,NSMCE2,False,
ENSG00000156853,16,0.2094017091207065,10,1,0.25,16,-0.2780012115402505,9,-1,-0.125,-0.32961690367806,0.3125,ZNF689,False,
ENSG00000156858,16,0.43268931743647,10,1,0.25,16,-0.25182252341347,9,-1,-0.125,-0.1928668989241985,0.5,PRR14,False,
ENSG00000156860,16,0.07486693459227309,8,1,0.0,16,-0.444295495557825,10,-1,-0.25,-0.4023697735383715,0.4375,FBRS,False,
ENSG00000156869,16,-0.4934702268916755,10,-1,-0.25,16,-0.013213413890168849,8,1,0.0,-0.2032421650062585,0.3125,FRRS1,False,
ENSG00000156873,16,-1.0203851255926115,13,-1,-0.625,16,0.5194594275604261,12,1,0.5,0.444527225993571,0.0625,PHKG2,False,
ENSG00000156876,16,-0.4676291755289575,10,-1,-0.25,16,-0.9127776862939125,11,-1,-0.375,0.2291268681800105,0.1875,SASS6,False,
ENSG00000156928,18,-0.516908733199597,14,-1,-0.5555555555555556,18,0.2660091089789715,13,1,0.4444444444444444,0.2895712015467975,0.1111111111111111,MALSU1,False,
ENSG00000156931,16,0.1746916761967775,10,1,0.25,16,-0.06641690374121109,8,1,0.0,-0.1482228728341192,0.4375,VPS8,False,
ENSG00000156958,16,0.05589156050517325,9,1,0.125,16,-0.08138033955291035,9,-1,-0.125,-0.341594057282284,0.4375,GALK2,False,
ENSG00000156966,15,0.653488463796886,10,1,0.33333333333333326,15,-1.02852002256911,10,-1,-0.33333333333333326,-0.520539371972554,0.5333333333333333,B3GNT7,False,
ENSG00000156968,15,0.235435442461649,8,1,0.06666666666666665,15,0.0262452935462291,8,1,0.06666666666666665,0.0324002509633537,0.3333333333333333,MPV17L,False,
ENSG00000156970,16,-0.8063898905619376,9,-1,-0.125,16,-0.11942114695241801,9,-1,-0.125,0.481517055180109,0.1875,BUB1B,False,
ENSG00000156973,16,0.2765643161104635,9,1,0.125,16,0.1194005780086583,9,1,0.125,0.0657176768252299,0.25,PDE6D,False,
ENSG00000156976,16,0.6565413398780245,10,1,0.25,16,-0.0207069342287325,8,1,0.0,-0.439487239789018,0.5,EIF4A2,False,
ENSG00000156983,16,-0.3906348361907685,10,-1,-0.25,16,-0.315059548633276,8,1,0.0,0.248589981544277,0.1875,BRPF1,False,
ENSG00000156990,16,-0.279012862783068,10,-1,-0.25,16,0.5365676812526835,9,1,0.125,0.293539095430117,0.25,RPUSD3,False,
ENSG00000157014,16,-0.1392236257986305,9,-1,-0.125,16,-0.115077887099763,8,1,0.0,0.283939172900434,0.3125,TATDN2,False,
ENSG00000157020,16,-1.1597032025672775,11,-1,-0.375,16,0.15909689075066252,9,1,0.125,0.43311722526833896,0.1875,SEC13,False,
ENSG00000157036,16,0.306371869662615,9,1,0.125,16,-0.13561542484981398,10,-1,-0.25,-0.168299804823525,0.4375,EXOG,False,
ENSG00000157045,18,0.7842481451308054,11,1,0.22222222222222232,18,-0.6766830586459235,11,-1,-0.22222222222222232,-0.15318642772008306,0.5555555555555556,NTAN1,False,
ENSG00000157064,16,0.41119257001502196,9,1,0.125,16,-0.224998034460026,10,-1,-0.25,0.28668894367300396,0.4375,NMNAT2,False,
